athlete_id,date,session_type,minutes,distance_m,hid_m,peak_speed_m_s,accel_hi_count,decel_hi_count,player_load
GPS_003,2025-12-31,PRACTICE,47.2,1476,152,7.07,9,0,32.1
GPS_004,2025-12-31,PRACTICE,32.6,2063,212,7.93,10,15,63.4
GPS_005,2025-12-31,PRACTICE,49.7,2643,291,6.16,13,23,87.7
GPS_006,2025-12-31,PRACTICE,43.3,2811,418,7.11,24,17,100.1
GPS_007,2025-12-31,PRACTICE,61.8,3618,894,7.68,13,13,97.5
GPS_008,2025-12-31,PRACTICE,46,3129,644,6.81,18,19,102.9
GPS_009,2025-12-31,PRACTICE,41.5,2180,233,8.29,10,19,71.1
GPS_010,2025-12-31,PRACTICE,43.4,2670,277,5.69,18,12,78.6
GPS_011,2025-12-31,PRACTICE,47.8,1954,151,7.27,22,9,69.8
GPS_012,2025-12-31,PRACTICE,33.5,1721,45,7.68,18,21,76.9
GPS_001,2026-01-01,PRACTICE,31.4,2115,332,6.57,15,28,94
GPS_002,2026-01-01,PRACTICE,51,3057,752,6.91,20,14,100.4
GPS_003,2026-01-01,PRACTICE,42.9,1581,158,6.67,13,4,45.3
GPS_004,2026-01-01,PRACTICE,26.4,1221,143,7.63,13,24,71.3
GPS_005,2026-01-01,PRACTICE,31.9,1716,228,8.05,11,17,64.8
GPS_006,2026-01-01,PRACTICE,43.1,1869,242,6.78,17,18,77.2
GPS_007,2026-01-01,PRACTICE,54.4,2414,472,8.52,14,13,76.4
GPS_008,2026-01-01,PRACTICE,44,3094,512,6.65,16,16,91.7
GPS_009,2026-01-01,PRACTICE,41.9,1728,249,8.03,26,28,104.5
GPS_010,2026-01-01,PRACTICE,37.1,2035,424,7.32,12,29,92.4
GPS_011,2026-01-01,PRACTICE,34.4,2110,193,7.84,10,24,76.9
GPS_012,2026-01-01,PRACTICE,35.3,1929,177,6.86,6,40,92.7
GPS_001,2026-01-02,PRACTICE,46.7,2363,412,8.07,4,33,89.4
GPS_002,2026-01-02,PRACTICE,35.9,2134,365,7.96,7,20,71
GPS_003,2026-01-02,PRACTICE,44,2084,257,7.94,26,14,87.3
GPS_004,2026-01-02,PRACTICE,38.8,2684,268,7.8,20,15,86
GPS_005,2026-01-02,PRACTICE,43.7,2025,175,6.6,21,9,69.6
GPS_006,2026-01-02,PRACTICE,52.7,2124,268,7.67,6,21,68.4
GPS_007,2026-01-02,PRACTICE,50.4,883,124,7.64,19,21,71.9
GPS_008,2026-01-02,PRACTICE,41.5,2301,460,7.47,9,16,72
GPS_009,2026-01-02,PRACTICE,31.6,1323,187,8.02,11,20,64.4
GPS_010,2026-01-02,PRACTICE,48,2549,391,8.15,15,15,80.3
GPS_011,2026-01-02,PRACTICE,43.4,1568,231,9.05,19,9,63.5
GPS_012,2026-01-02,PRACTICE,31.4,1967,230,8.15,14,17,71.9
GPS_001,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_002,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_003,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_004,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_005,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_006,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_007,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_008,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_009,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_010,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_011,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_012,2026-01-03,OFF,0,0,0,NA,0,0,0
GPS_001,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_002,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_003,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_004,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_005,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_006,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_007,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_008,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_009,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_010,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_011,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_012,2026-01-04,OFF,0,0,0,NA,0,0,0
GPS_001,2026-01-05,PRACTICE,45.6,2578,321,7.86,20,12,81.8
GPS_002,2026-01-05,PRACTICE,47.4,2013,322,7.29,20,24,94.2
GPS_003,2026-01-05,PRACTICE,35.3,1768,238,6.93,8,11,52.1
GPS_004,2026-01-05,PRACTICE,31.5,1249,167,7.32,16,23,75.2
GPS_005,2026-01-05,PRACTICE,28,1905,148,7.71,16,15,69.2
GPS_006,2026-01-05,PRACTICE,32.8,1645,180,8.54,13,23,75
GPS_007,2026-01-05,PRACTICE,53.2,3189,516,6.26,22,19,106.3
GPS_008,2026-01-05,PRACTICE,46.9,2391,370,6.77,10,16,72.2
GPS_009,2026-01-05,PRACTICE,32.3,1954,257,6.08,16,16,74
GPS_010,2026-01-05,PRACTICE,25.4,1430,364,7.09,11,9,53.4
GPS_011,2026-01-05,PRACTICE,15,952,115,8.17,12,9,43.9
GPS_012,2026-01-05,PRACTICE,32.2,1996,234,8.29,20,14,76.8
GPS_001,2026-01-06,PRACTICE,47,2708,487,8.52,18,7,76.8
GPS_002,2026-01-06,PRACTICE,29.4,1423,132,7.99,14,17,64
GPS_003,2026-01-06,PRACTICE,45.2,2162,239,8.07,9,19,69.6
GPS_004,2026-01-06,PRACTICE,60.2,3515,306,6.54,16,11,83.3
GPS_005,2026-01-06,PRACTICE,19.3,851,167,7.06,10,16,51.7
GPS_006,2026-01-06,PRACTICE,40.7,2635,311,8.52,12,24,88.1
GPS_007,2026-01-06,PRACTICE,31.8,1877,495,6.97,8,14,64.2
GPS_008,2026-01-06,PRACTICE,52.1,3003,409,7.87,7,16,74.7
GPS_009,2026-01-06,PRACTICE,42.1,2239,401,7.07,5,24,75.9
GPS_010,2026-01-06,PRACTICE,45.7,2866,500,7.2,13,9,74.2
GPS_011,2026-01-06,PRACTICE,43.9,2445,523,6.76,6,5,54
GPS_012,2026-01-06,PRACTICE,44.4,2267,194,7.29,30,29,116
GPS_001,2026-01-07,PRACTICE,45.5,2231,315,7.61,16,24,90.2
GPS_002,2026-01-07,PRACTICE,31.8,1629,276,7.69,10,12,56.2
GPS_003,2026-01-07,PRACTICE,55.5,3432,436,7.71,22,0,78.2
GPS_004,2026-01-07,PRACTICE,58.1,3177,431,7.48,14,17,89
GPS_005,2026-01-07,PRACTICE,40.4,1914,268,7.41,14,30,91.9
GPS_006,2026-01-07,PRACTICE,40.1,2012,209,8.44,12,18,70.3
GPS_007,2026-01-07,PRACTICE,22.7,644,85,7.53,13,20,58.1
GPS_008,2026-01-07,PRACTICE,43.7,2423,604,7.63,8,24,87.3
GPS_009,2026-01-07,PRACTICE,18.3,1150,143,8.65,14,11,52.6
GPS_010,2026-01-07,PRACTICE,39.9,1617,173,6.98,9,26,73
GPS_011,2026-01-07,PRACTICE,26.4,1411,297,6.79,17,18,74
GPS_012,2026-01-07,PRACTICE,33.5,1590,232,8.41,25,19,87.7
GPS_001,2026-01-08,PRACTICE,40.3,1782,415,9.52,18,24,91.2
GPS_002,2026-01-08,PRACTICE,47.5,2539,446,7.6,16,16,84.5
GPS_003,2026-01-08,PRACTICE,56.7,2536,433,8.44,22,20,99.2
GPS_004,2026-01-08,PRACTICE,37.5,1940,203,6.88,17,19,78.5
GPS_005,2026-01-08,PRACTICE,39.8,2640,446,7.12,7,5,55.6
GPS_006,2026-01-08,PRACTICE,39.6,1371,144,8.37,20,16,71.3
GPS_007,2026-01-08,PRACTICE,36.8,1673,262,6.61,11,28,81.8
GPS_008,2026-01-08,PRACTICE,38.8,1861,244,6.71,12,23,77.2
GPS_009,2026-01-08,PRACTICE,49.5,3247,394,9.01,12,17,85.8
GPS_010,2026-01-08,PRACTICE,60.4,3734,680,6.22,13,31,120.3
GPS_011,2026-01-08,PRACTICE,58.5,3034,381,8.19,10,18,81.9
GPS_012,2026-01-08,PRACTICE,40.8,1616,216,8.5,20,16,75.6
GPS_001,2026-01-09,PRACTICE,48.1,2667,475,8.59,19,8,79
GPS_002,2026-01-09,PRACTICE,35.9,1922,309,7.59,14,37,103.4
GPS_003,2026-01-09,PRACTICE,26.2,1512,133,7.73,11,12,52.9
GPS_004,2026-01-09,PRACTICE,47.4,2492,371,7.84,18,8,73.2
GPS_005,2026-01-09,PRACTICE,45.9,1732,181,7.83,17,26,86.3
GPS_006,2026-01-09,PRACTICE,58.8,2908,238,7.51,18,17,87.5
GPS_007,2026-01-09,PRACTICE,40.2,2743,605,7.08,19,21,102.6
GPS_008,2026-01-09,PRACTICE,24,839,120,7.72,14,20,62.4
GPS_009,2026-01-09,PRACTICE,45,2433,346,8.24,17,19,87
GPS_010,2026-01-09,PRACTICE,26.1,1804,358,7.74,10,22,75
GPS_011,2026-01-09,PRACTICE,30.3,1445,195,7.56,23,16,77.8
GPS_012,2026-01-09,PRACTICE,37.1,2147,257,7.5,20,11,74.4
GPS_001,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_002,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_003,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_004,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_005,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_006,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_007,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_008,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_009,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_010,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_011,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_012,2026-01-10,OFF,0,0,0,NA,0,0,0
GPS_001,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_002,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_003,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_004,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_005,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_006,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_007,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_008,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_009,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_010,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_011,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_012,2026-01-11,OFF,0,0,0,NA,0,0,0
GPS_001,2026-01-12,PRACTICE,58.3,2169,349,6.84,11,18,73.9
GPS_002,2026-01-12,PRACTICE,35.4,760,127,8.36,21,13,61.8
GPS_003,2026-01-12,PRACTICE,56.9,3214,254,7.81,14,20,89.5
GPS_004,2026-01-12,PRACTICE,27.6,1344,154,9.22,24,23,87.8
GPS_005,2026-01-12,PRACTICE,32.6,1849,155,7.7,23,3,61.4
GPS_006,2026-01-12,PRACTICE,43.4,2424,289,7.53,20,11,78
GPS_007,2026-01-12,PRACTICE,24.1,1147,265,7.97,17,13,63.1
GPS_008,2026-01-12,PRACTICE,45.4,2559,458,6.31,10,23,86.5
GPS_009,2026-01-12,PRACTICE,19.6,1149,120,8.3,17,17,65.5
GPS_010,2026-01-12,PRACTICE,34.2,2142,484,8.07,12,12,69.5
GPS_011,2026-01-12,PRACTICE,32,1714,226,9.07,9,16,60.3
GPS_012,2026-01-12,PRACTICE,51.8,2244,162,8.91,22,26,98.5
GPS_001,2026-01-13,PRACTICE,30.5,1535,305,7.63,4,4,35
GPS_002,2026-01-13,PRACTICE,55.6,2198,452,7.84,31,21,111.3
GPS_003,2026-01-13,PRACTICE,33.5,1806,112,7.02,13,13,59.8
GPS_004,2026-01-13,PRACTICE,38.4,1440,252,8.67,15,18,70.2
GPS_005,2026-01-13,PRACTICE,33.3,2487,221,7.56,29,20,103.9
GPS_006,2026-01-13,PRACTICE,53.3,1747,255,6.64,19,35,104.9
GPS_007,2026-01-13,PRACTICE,28.1,1437,132,8.41,14,14,59.7
GPS_008,2026-01-13,PRACTICE,49.8,3671,754,8.34,9,9,82.6
GPS_009,2026-01-13,PRACTICE,52.3,2147,198,8.22,11,7,53.4
GPS_010,2026-01-13,PRACTICE,38,1658,354,8.27,17,21,82.4
GPS_011,2026-01-13,PRACTICE,28.3,876,99,8.1,18,8,50.2
GPS_012,2026-01-13,PRACTICE,49.6,1813,227,8.33,8,16,59.8
GPS_001,2026-01-14,PRACTICE,31.8,1321,282,7.69,18,14,68.3
GPS_002,2026-01-14,PRACTICE,32.7,1171,269,8.87,13,23,72.4
GPS_003,2026-01-14,PRACTICE,34.8,1964,141,7.83,15,34,96.7
GPS_004,2026-01-14,PRACTICE,32.2,2188,231,8.47,18,7,65.1
GPS_005,2026-01-14,PRACTICE,59.4,2586,187,7.01,11,5,54.5
GPS_006,2026-01-14,PRACTICE,48.4,1970,220,6.28,11,16,65.7
GPS_007,2026-01-14,PRACTICE,45.6,2951,414,7.88,17,20,95.4
GPS_008,2026-01-14,PRACTICE,36,1332,217,6.92,25,22,89.3
GPS_009,2026-01-14,PRACTICE,53,2978,292,5.49,21,13,88.1
GPS_010,2026-01-14,PRACTICE,31.3,1899,173,7.81,4,18,56.3
GPS_011,2026-01-14,PRACTICE,39.8,2947,353,8.11,8,21,81.8
GPS_012,2026-01-14,PRACTICE,53.6,3076,325,8.35,20,9,82.4
GPS_001,2026-01-15,PRACTICE,32.2,1410,229,6.75,10,11,51.3
GPS_002,2026-01-15,PRACTICE,42.4,2825,646,7.27,26,15,105.9
GPS_003,2026-01-15,PRACTICE,33.9,1204,199,8.91,12,16,59
GPS_004,2026-01-15,PRACTICE,37.9,2209,124,7.96,16,29,92.7
GPS_005,2026-01-15,PRACTICE,41.4,2215,322,7.24,20,16,84.2
GPS_006,2026-01-15,PRACTICE,40,1129,120,8.68,14,9,48.8
GPS_007,2026-01-15,PRACTICE,52.1,2700,270,7.73,18,10,75.8
GPS_008,2026-01-15,PRACTICE,48.6,2753,249,6.88,16,22,90.7
GPS_009,2026-01-15,PRACTICE,50.6,2664,303,6.79,12,23,86.7
GPS_010,2026-01-15,PRACTICE,50.9,3496,328,7.65,13,20,92.6
GPS_011,2026-01-15,PRACTICE,56,2674,352,8.2,11,17,77.5
GPS_012,2026-01-15,PRACTICE,44.4,1684,111,8.01,16,5,51.1
GPS_001,2026-01-16,PRACTICE,48.9,2420,244,8.02,15,17,78.3
GPS_002,2026-01-16,PRACTICE,38.4,2087,272,6.73,11,13,63.7
GPS_003,2026-01-16,PRACTICE,40.8,1128,208,7.93,15,20,69
GPS_004,2026-01-16,PRACTICE,47.6,2309,337,8.14,19,15,82.5
GPS_005,2026-01-16,PRACTICE,38.5,2277,164,6.2,17,17,77.9
GPS_006,2026-01-16,PRACTICE,38.1,1961,159,9.05,19,18,79.1
GPS_007,2026-01-16,PRACTICE,44.9,2634,453,8.02,16,20,91.7
GPS_008,2026-01-16,PRACTICE,58.1,3990,860,7.83,19,15,112.4
GPS_009,2026-01-16,PRACTICE,27.4,913,133,7.27,6,20,51.5
GPS_010,2026-01-16,PRACTICE,37,2497,538,7.13,13,17,83.4
GPS_011,2026-01-16,PRACTICE,46,2765,315,6.69,14,10,71.5
GPS_012,2026-01-16,PRACTICE,45.4,3041,535,7.22,15,21,97.8
GPS_001,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_002,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_003,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_004,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_005,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_006,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_007,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_008,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_009,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_010,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_011,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_012,2026-01-17,OFF,0,0,0,NA,0,0,0
GPS_001,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_002,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_003,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_004,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_005,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_006,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_007,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_008,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_009,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_010,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_011,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_012,2026-01-18,OFF,0,0,0,NA,0,0,0
GPS_001,2026-01-19,PRACTICE,52.3,2558,453,7.58,19,6,83.3
GPS_002,2026-01-19,PRACTICE,31.3,1643,343,7.67,13,15,67
GPS_003,2026-01-19,PRACTICE,32.9,1152,154,8.24,13,15,57.4
GPS_004,2026-01-19,PRACTICE,39.6,2020,179,7.27,10,7,50.2
GPS_005,2026-01-19,PRACTICE,39.1,1609,304,6.88,18,23,85.2
GPS_006,2026-01-19,PRACTICE,39.3,1550,176,8.37,22,12,70.9
GPS_007,2026-01-19,PRACTICE,46.4,2542,573,6.37,14,21,92.2
GPS_008,2026-01-19,PRACTICE,48,2146,461,9.3,21,16,88.5
GPS_009,2026-01-19,PRACTICE,22.9,1325,117,6.33,15,23,73.2
GPS_010,2026-01-19,PRACTICE,52,2974,497,8.26,13,26,100.7
GPS_011,2026-01-19,PRACTICE,56.1,3165,298,8.8,19,16,91.6
GPS_012,2026-01-19,PRACTICE,34.1,1836,170,6.02,8,22,67.6
GPS_001,2026-01-20,PRACTICE,22.2,1286,273,6.18,11,29,89.5
GPS_002,2026-01-20,PRACTICE,24.8,1012,140,8.58,22,23,81.1
GPS_003,2026-01-20,PRACTICE,21.9,856,101,6.96,19,20,69.6
GPS_004,2026-01-20,PRACTICE,45.2,2000,167,7.75,16,20,78.2
GPS_005,2026-01-20,PRACTICE,48.7,3135,304,10.96,14,13,79.4
GPS_006,2026-01-20,PRACTICE,57.5,2993,308,7.38,17,10,78.1
GPS_007,2026-01-20,PRACTICE,45.4,2306,451,7.61,3,12,56.8
GPS_008,2026-01-20,PRACTICE,51.7,2593,243,6.32,11,14,69.5
GPS_009,2026-01-20,PRACTICE,36.2,1937,246,7.9,11,12,60
GPS_010,2026-01-20,PRACTICE,31.6,1831,381,6.19,16,18,78.8
GPS_011,2026-01-20,PRACTICE,44.8,2368,362,8.12,19,14,82.2
GPS_012,2026-01-20,PRACTICE,45.5,2860,252,6.15,7,10,60.4
GPS_001,2026-01-21,PRACTICE,20.2,1330,268,6.54,13,13,69.6
GPS_002,2026-01-21,PRACTICE,51.8,3307,590,6.81,11,16,88.3
GPS_003,2026-01-21,PRACTICE,35.6,1933,214,8.1,16,14,69.7
GPS_004,2026-01-21,PRACTICE,40.8,2749,349,8.64,15,8,70.7
GPS_005,2026-01-21,PRACTICE,31.4,1699,228,8.37,9,1,37.7
GPS_006,2026-01-21,PRACTICE,48.7,2667,322,6.29,8,17,72.2
GPS_007,2026-01-21,PRACTICE,38.1,2051,303,7.23,15,25,88.1
GPS_008,2026-01-21,PRACTICE,27.1,1628,380,7,21,32,105.3
GPS_009,2026-01-21,PRACTICE,45,2066,212,6.37,12,4,50
GPS_010,2026-01-21,PRACTICE,24.7,1089,125,7.49,24,11,66.5
GPS_011,2026-01-21,PRACTICE,40,2786,338,8.14,14,23,91.8
GPS_012,2026-01-21,PRACTICE,42.2,1614,136,7.79,10,17,60
GPS_001,2026-01-22,PRACTICE,70.4,4647,1026,8.75,12,15,127
GPS_002,2026-01-22,PRACTICE,47.4,1684,421,7.49,15,21,81.4
GPS_003,2026-01-22,PRACTICE,28.6,2047,270,7.17,15,22,82.7
GPS_004,2026-01-22,PRACTICE,46,2385,246,7.64,20,19,88.5
GPS_005,2026-01-22,PRACTICE,41,3189,380,7.14,17,9,80.4
GPS_006,2026-01-22,PRACTICE,44.3,2485,296,7.65,13,28,93.7
GPS_007,2026-01-22,PRACTICE,25,1154,143,7.31,23,17,75.1
GPS_008,2026-01-22,PRACTICE,59.6,3680,681,7.6,20,39,142.3
GPS_009,2026-01-22,PRACTICE,47.9,2645,413,6.86,14,17,83.3
GPS_010,2026-01-22,PRACTICE,38,2280,502,7.68,12,22,86.4
GPS_011,2026-01-22,PRACTICE,20.7,1142,122,8.56,21,20,76
GPS_012,2026-01-22,PRACTICE,46.2,3096,285,5.88,18,14,86.1
GPS_001,2026-01-23,PRACTICE,27.3,1709,342,6.83,19,26,114.7
GPS_002,2026-01-23,PRACTICE,29.6,1430,252,7.52,15,20,73.1
GPS_003,2026-01-23,PRACTICE,47.7,2623,318,6.72,25,11,88.2
GPS_004,2026-01-23,PRACTICE,49.7,3467,175,8.24,15,12,79.5
GPS_005,2026-01-23,PRACTICE,38,2074,224,7.36,17,8,63.9
GPS_006,2026-01-23,PRACTICE,24.8,1623,265,7.87,10,9,51.4
GPS_007,2026-01-23,PRACTICE,17.3,1108,189,7.56,13,18,62.3
GPS_008,2026-01-23,PRACTICE,27.3,1502,286,6,16,10,61.2
GPS_009,2026-01-23,PRACTICE,34.7,2122,271,6.26,12,22,79
GPS_010,2026-01-23,PRACTICE,31.8,1486,267,7.73,23,15,78.5
GPS_011,2026-01-23,PRACTICE,45.4,2359,244,7.39,18,20,86.7
GPS_012,2026-01-23,PRACTICE,33.4,2432,245,8.23,21,12,79.9
GPS_001,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_002,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_003,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_004,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_005,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_006,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_007,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_008,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_009,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_010,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_011,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_012,2026-01-24,OFF,0,0,0,NA,0,0,0
GPS_001,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_002,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_003,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_004,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_005,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_006,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_007,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_008,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_009,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_010,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_011,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_012,2026-01-25,OFF,0,0,0,NA,0,0,0
GPS_001,2026-01-26,PRACTICE,59.8,3277,693,8,14,21,125.8
GPS_002,2026-01-26,PRACTICE,21.2,804,208,7.67,17,21,70.2
GPS_003,2026-01-26,PRACTICE,26,1125,134,6.32,15,22,70.1
GPS_004,2026-01-26,PRACTICE,46.6,2436,359,8.49,12,18,78.3
GPS_005,2026-01-26,PRACTICE,35.2,2073,256,8.53,29,14,91.6
GPS_006,2026-01-26,PRACTICE,37,2893,376,8.87,7,23,83.3
GPS_007,2026-01-26,PRACTICE,54.9,3267,523,6.37,10,19,89.2
GPS_008,2026-01-26,PRACTICE,37.2,2179,398,6.83,13,28,93.2
GPS_009,2026-01-26,PRACTICE,29.7,1166,75,9.36,16,19,66
GPS_010,2026-01-26,PRACTICE,38.8,2186,315,6.02,26,9,82.2
GPS_011,2026-01-26,PRACTICE,50.1,1939,236,7.15,20,20,85.3
GPS_012,2026-01-26,PRACTICE,44.5,2066,391,8.07,12,3,52.9
GPS_001,2026-01-27,PRACTICE,49.9,3074,442,7.73,10,13,91.7
GPS_002,2026-01-27,PRACTICE,23.4,1465,269,7.74,12,20,69.4
GPS_003,2026-01-27,PRACTICE,43.2,2081,369,6.84,17,16,79.5
GPS_004,2026-01-27,PRACTICE,49.3,2298,294,8.17,19,31,105.3
GPS_005,2026-01-27,PRACTICE,56.5,2804,307,6.34,14,18,83.7
GPS_006,2026-01-27,PRACTICE,15,1086,134,7.06,1,19,44.2
GPS_007,2026-01-27,PRACTICE,33.8,817,188,7.32,6,14,42.9
GPS_008,2026-01-27,PRACTICE,50.5,2580,637,6.79,13,12,79.2
GPS_009,2026-01-27,PRACTICE,47.5,3045,283,8.21,16,22,94.5
GPS_010,2026-01-27,PRACTICE,45.7,2323,235,7.48,22,20,92.1
GPS_011,2026-01-27,PRACTICE,25.1,1008,89,8.1,16,17,61.8
GPS_012,2026-01-27,PRACTICE,38.6,2291,269,7.61,21,14,82.1
GPS_001,2026-01-28,PRACTICE,19.3,1191,231,7.18,20,20,98.6
GPS_002,2026-01-28,PRACTICE,42.2,1672,348,8.14,20,22,88.4
GPS_003,2026-01-28,PRACTICE,31.6,1554,183,9.12,19,17,74.1
GPS_004,2026-01-28,PRACTICE,26.9,1597,229,8.1,13,16,65.2
GPS_005,2026-01-28,PRACTICE,43.8,1942,240,8.21,13,19,73.4
GPS_006,2026-01-28,PRACTICE,61.2,3184,348,7.48,18,15,90
GPS_007,2026-01-28,PRACTICE,25.4,1268,225,8.49,8,10,45.3
GPS_008,2026-01-28,PRACTICE,32.8,1664,318,7.62,22,25,95.1
GPS_009,2026-01-28,PRACTICE,39.9,2025,333,7.79,20,20,88.6
GPS_010,2026-01-28,PRACTICE,34.6,2282,216,7.7,17,20,83.7
GPS_011,2026-01-28,PRACTICE,31,1988,217,7.1,13,12,62.8
GPS_012,2026-01-28,PRACTICE,48.4,2782,360,8.02,20,17,92.3
GPS_001,2026-01-29,PRACTICE,31.4,1580,398,6.31,14,15,84.8
GPS_002,2026-01-29,PRACTICE,40.3,1413,248,7.29,17,12,63.8
GPS_003,2026-01-29,PRACTICE,52.3,2232,393,6.53,12,12,68.1
GPS_004,2026-01-29,PRACTICE,45.8,2939,250,6.37,12,6,62.7
GPS_005,2026-01-29,PRACTICE,25.1,1083,150,7.76,18,17,67.1
GPS_006,2026-01-29,PRACTICE,55.8,2745,371,6.36,18,13,83.2
GPS_007,2026-01-29,PRACTICE,47.7,3049,397,7.44,19,7,79.4
GPS_008,2026-01-29,PRACTICE,44.3,1719,341,7.27,14,19,75.2
GPS_009,2026-01-29,PRACTICE,40.6,2877,431,6.29,14,6,69.6
GPS_010,2026-01-29,PRACTICE,32.9,1690,236,6.11,23,14,78.3
GPS_011,2026-01-29,PRACTICE,33.3,905,80,7.88,15,8,45.6
GPS_012,2026-01-29,PRACTICE,32,1332,206,7.83,18,19,74
GPS_001,2026-01-30,PRACTICE,27.4,1357,200,7.2,11,22,76.5
GPS_002,2026-01-30,PRACTICE,47.6,3191,432,6.99,5,19,78.7
GPS_003,2026-01-30,PRACTICE,27.7,1766,71,6.33,20,29,92.9
GPS_004,2026-01-30,PRACTICE,46.4,2783,453,6.74,13,5,66.2
GPS_005,2026-01-30,PRACTICE,33.1,1877,142,6.28,18,16,73.3
GPS_006,2026-01-30,PRACTICE,51.1,2631,441,8.61,20,24,103.3
