athlete_id,date,steps,active_minutes,load_proxy,symmetry_proxy,impact_proxy
WR_008,2026-01-10,3556,39,57.5,0.981,1.03
WR_009,2026-01-10,6712,36,68.1,0.974,1.02
WR_010,2026-01-10,6113,51,95.2,0.995,1.08
WR_011,2026-01-10,2951,66,81.4,0.964,0.87
WR_012,2026-01-10,3350,22,65.5,1,0.79
WR_001,2026-01-11,4830,37,119.5,0.925,0.73
WR_002,2026-01-11,3804,56,102.7,0.963,1.15
WR_003,2026-01-11,4034,24,104.1,0.941,1.01
WR_004,2026-01-11,4190,23,114.8,0.917,0.89
WR_005,2026-01-11,4077,30,74.2,0.95,1.13
WR_006,2026-01-11,4064,45,114.9,0.969,1.24
WR_007,2026-01-11,4720,37,113,0.926,0.8
WR_008,2026-01-11,6607,44,150.7,0.952,0.95
WR_009,2026-01-11,6251,45,91.3,0.975,1.04
WR_010,2026-01-11,4169,41,129.7,0.982,1
WR_011,2026-01-11,6171,24,94.8,0.9,1.08
WR_012,2026-01-11,5288,28,137.4,0.972,0.95
WR_001,2026-01-12,11125,64,99.1,0.951,1.1
WR_002,2026-01-12,10313,117,82.5,0.99,0.85
WR_003,2026-01-12,10381,79,105.2,0.935,1.05
WR_004,2026-01-12,8085,84,68.5,0.98,0.88
WR_005,2026-01-12,10547,100,52.5,0.994,1.2
WR_006,2026-01-12,8281,47,113.4,0.976,0.96
WR_007,2026-01-12,11741,103,140.4,0.937,1.22
WR_008,2026-01-12,5668,71,64.4,0.928,1.05
WR_009,2026-01-12,10718,111,86.3,0.964,0.92
WR_010,2026-01-12,8392,89,79.4,0.962,1.17
WR_011,2026-01-12,10060,79,90.2,0.938,1.15
WR_012,2026-01-12,7370,125,123.6,0.992,0.96
WR_001,2026-01-13,12774,85,103.8,0.969,0.82
WR_002,2026-01-13,10592,81,128.2,1,1.17
WR_003,2026-01-13,11453,92,147.4,0.926,0.98
WR_004,2026-01-13,8838,122,91.2,0.912,0.96
WR_005,2026-01-13,7070,65,83.4,0.959,1.03
WR_006,2026-01-13,8035,92,107.8,0.93,1.09
WR_007,2026-01-13,7540,81,158.7,0.952,0.79
WR_008,2026-01-13,8568,109,17.8,0.964,0.87
WR_009,2026-01-13,8870,102,60.9,0.943,1.07
WR_010,2026-01-13,8558,73,155.6,0.99,0.9
WR_011,2026-01-13,10929,80,128.5,0.955,1.17
WR_012,2026-01-13,8696,115,106.8,1,0.87
WR_001,2026-01-14,8775,121,90.3,0.965,1.15
WR_002,2026-01-14,7258,100,58.5,0.96,1.13
WR_003,2026-01-14,9837,40,115.6,0.913,1.03
WR_004,2026-01-14,8599,95,72.6,0.98,1
WR_005,2026-01-14,11811,76,92.3,0.956,1.16
WR_006,2026-01-14,7024,111,50.8,0.93,0.97
WR_007,2026-01-14,8867,104,98.5,0.931,0.85
WR_008,2026-01-14,7402,113,79.5,0.957,0.77
WR_009,2026-01-14,9367,53,97.6,0.919,0.98
WR_010,2026-01-14,11543,105,106.1,0.982,1.09
WR_011,2026-01-14,11095,127,58.8,0.987,1
WR_012,2026-01-14,7907,78,111.3,1,0.89
WR_001,2026-01-15,10976,65,174.2,0.954,1.06
WR_002,2026-01-15,5344,113,12.6,0.909,0.63
WR_003,2026-01-15,10982,122,145.3,0.952,0.85
WR_004,2026-01-15,10563,113,95.8,0.974,0.84
WR_005,2026-01-15,7872,109,145.6,0.964,1.27
WR_006,2026-01-15,7978,119,93,0.952,1.17
WR_007,2026-01-15,8329,117,123,0.965,1.06
WR_008,2026-01-15,6123,75,88.7,0.988,1.15
WR_009,2026-01-15,8579,97,114.5,0.901,1.09
WR_010,2026-01-15,8836,56,122.8,0.94,1.17
WR_011,2026-01-15,8742,76,130.7,0.945,0.67
WR_012,2026-01-15,9469,88,73.8,0.938,1.17
WR_001,2026-01-16,7230,107,121.3,0.964,1.31
WR_002,2026-01-16,7967,62,101.3,0.991,1.14
WR_003,2026-01-16,6628,66,135.6,0.963,0.96
WR_004,2026-01-16,11223,114,66.2,1,0.69
WR_005,2026-01-16,11084,66,69.2,0.924,1
WR_006,2026-01-16,8079,95,104.1,0.943,0.98
WR_007,2026-01-16,7174,82,91.9,0.982,1.01
WR_008,2026-01-16,7752,39,92,0.993,0.97
WR_009,2026-01-16,10706,99,85.6,0.953,0.72
WR_010,2026-01-16,7982,115,80.7,0.986,0.98
WR_011,2026-01-16,3679,92,109.3,0.975,1.06
WR_012,2026-01-16,11570,80,116.5,0.982,1.06
WR_001,2026-01-17,3299,48,114.4,0.984,0.93
WR_002,2026-01-17,5536,60,96.6,0.972,0.82
WR_003,2026-01-17,5218,47,122.2,0.944,1.03
WR_004,2026-01-17,3047,64,98.7,0.894,0.9
WR_005,2026-01-17,6403,39,112.8,0.988,0.99
WR_006,2026-01-17,3928,62,127.5,1,1.16
WR_007,2026-01-17,5911,42,50.8,0.987,0.88
WR_008,2026-01-17,3685,28,85.7,0.962,1.06
WR_009,2026-01-17,6489,46,112.8,0.897,0.88
WR_010,2026-01-17,4685,60,93.9,0.968,1.19
WR_011,2026-01-17,3190,54,125.5,0.98,1.01
WR_012,2026-01-17,4526,39,97.4,0.975,0.97
WR_001,2026-01-18,3530,47,135.8,0.935,0.73
WR_002,2026-01-18,5246,76,100.9,0.953,0.97
WR_003,2026-01-18,3773,41,61.9,0.929,0.89
WR_004,2026-01-18,4545,24,103,0.942,1.11
WR_005,2026-01-18,3694,48,128.6,0.93,1.01
WR_006,2026-01-18,4742,32,97.7,0.955,1.07
WR_007,2026-01-18,5210,90,84.3,0.984,1.12
WR_008,2026-01-18,3830,66,170.9,0.956,0.85
WR_009,2026-01-18,5342,64,52.5,0.941,0.81
WR_010,2026-01-18,3430,28,104,0.922,1.15
WR_011,2026-01-18,4857,70,104,0.96,0.92
WR_012,2026-01-18,3658,13,106.6,0.947,1.23
WR_001,2026-01-19,11885,57,113.9,0.973,0.81
WR_002,2026-01-19,8707,82,101.6,1,1.21
WR_003,2026-01-19,9314,72,78.2,0.908,1.35
WR_004,2026-01-19,8381,80,126.9,0.976,1.46
WR_005,2026-01-19,9618,83,127.8,1,1.17
WR_006,2026-01-19,11267,78,79.6,0.997,1.18
WR_007,2026-01-19,9314,74,109.3,0.947,1.1
WR_008,2026-01-19,9346,67,179.3,0.945,0.99
WR_009,2026-01-19,7592,125,45.2,0.953,0.91
WR_010,2026-01-19,9302,106,152.6,0.977,0.85
WR_011,2026-01-19,7307,103,51.5,1,1.06
WR_012,2026-01-19,8920,108,88.3,0.981,1.22
WR_001,2026-01-20,6014,111,89.5,0.987,0.87
WR_002,2026-01-20,11710,133,131.1,1,1.01
WR_003,2026-01-20,7348,92,122.7,1,1.04
WR_004,2026-01-20,6075,86,66.4,1,1.03
WR_005,2026-01-20,6916,79,63.2,0.926,0.96
WR_006,2026-01-20,5279,130,72.2,1,0.96
WR_007,2026-01-20,11373,112,108.2,0.989,0.74
WR_008,2026-01-20,8964,95,118.1,0.966,1.13
WR_009,2026-01-20,10118,57,110.8,0.972,1.21
WR_010,2026-01-20,9415,110,100.2,0.976,1.07
WR_011,2026-01-20,9073,57,90.6,0.907,1.06
WR_012,2026-01-20,7898,86,133.9,0.975,1
WR_001,2026-01-21,7474,107,95.9,0.963,0.76
WR_002,2026-01-21,7373,80,87.2,0.969,1.25
WR_003,2026-01-21,6468,104,109.7,0.96,0.9
WR_004,2026-01-21,9298,70,64.4,0.963,1.02
WR_005,2026-01-21,11657,94,65.7,0.974,0.94
WR_006,2026-01-21,7920,68,91.8,0.982,1.15
WR_007,2026-01-21,8919,91,11.1,0.926,1.16
WR_008,2026-01-21,10179,116,143.6,1,1.02
WR_009,2026-01-21,6361,79,107.6,1,0.87
WR_010,2026-01-21,8775,94,83.4,0.932,0.95
WR_011,2026-01-21,8127,69,47.5,0.983,0.88
WR_012,2026-01-21,7824,61,98.6,0.914,1.09
WR_001,2026-01-22,9613,116,67.2,0.99,0.95
WR_002,2026-01-22,10499,114,84.1,0.911,0.94
WR_003,2026-01-22,9375,105,63.8,0.901,1.11
WR_004,2026-01-22,8231,67,109,0.974,0.79
WR_005,2026-01-22,8014,113,104.8,0.994,1.15
WR_006,2026-01-22,10206,108,119,0.994,1.13
WR_007,2026-01-22,7666,75,42.6,0.968,0.82
WR_008,2026-01-22,8850,89,116.3,0.951,0.98
WR_009,2026-01-22,6495,106,105.8,0.939,1.33
WR_010,2026-01-22,7084,62,130.3,0.957,1.32
WR_011,2026-01-22,5580,78,121.5,0.956,1.08
WR_012,2026-01-22,7434,46,104.3,0.955,1.03
WR_001,2026-01-23,7176,59,158.7,0.935,0.81
WR_002,2026-01-23,7883,92,88.7,0.928,0.99
WR_003,2026-01-23,12137,83,74.3,0.95,1.11
WR_004,2026-01-23,10404,50,108.3,0.904,1.06
WR_005,2026-01-23,10043,95,87.4,1,0.89
WR_006,2026-01-23,7426,91,135.5,0.905,1.03
WR_007,2026-01-23,7657,97,123,0.961,1.02
WR_008,2026-01-23,8164,81,88.8,0.952,1.36
WR_009,2026-01-23,10197,87,95.4,0.933,1.14
WR_010,2026-01-23,7359,48,121,0.933,0.84
WR_011,2026-01-23,9886,66,74.5,0.948,1.35
WR_012,2026-01-23,6619,88,48.5,0.926,1.27
WR_001,2026-01-24,5609,32,81.8,0.958,1.05
WR_002,2026-01-24,6131,67,148.4,0.981,0.86
WR_003,2026-01-24,5753,26,118.9,1,0.87
WR_004,2026-01-24,6075,68,102.2,1,0.9
WR_005,2026-01-24,7676,71,86.7,0.967,1.07
WR_006,2026-01-24,934,63,92.4,0.936,0.91
WR_007,2026-01-24,3987,68,60,0.913,0.96
WR_008,2026-01-24,4346,0,125.2,0.923,0.96
WR_009,2026-01-24,4133,62,110.3,0.924,1
WR_010,2026-01-24,7480,51,101.2,0.933,0.92
WR_011,2026-01-24,5841,57,79.6,1,1.01
WR_012,2026-01-24,3570,20,81.4,0.944,0.9
WR_001,2026-01-25,5236,32,69.5,0.925,0.99
WR_002,2026-01-25,3665,59,109.3,0.974,0.99
WR_003,2026-01-25,3318,30,105.3,0.957,0.94
WR_004,2026-01-25,4079,35,129,1,0.85
WR_005,2026-01-25,4168,18,124,0.962,0.9
WR_006,2026-01-25,5662,2,82.2,1,1.09
WR_007,2026-01-25,5423,86,47.5,0.951,1.04
WR_008,2026-01-25,4858,26,81.9,0.93,1.06
WR_009,2026-01-25,5012,64,49.6,0.931,1.09
WR_010,2026-01-25,4302,40,65.2,0.919,0.9
WR_011,2026-01-25,3444,26,100.2,0.92,0.91
WR_012,2026-01-25,3047,47,60.5,0.896,1.01
WR_001,2026-01-26,9516,85,116.5,0.975,0.81
WR_002,2026-01-26,8514,66,117.2,0.945,0.78
WR_003,2026-01-26,8458,122,142.4,0.965,0.86
WR_004,2026-01-26,6814,99,90.2,0.925,0.98
WR_005,2026-01-26,8660,121,88.4,0.94,1.22
WR_006,2026-01-26,7838,80,72.9,0.98,1.2
WR_007,2026-01-26,9985,91,93,0.958,0.91
WR_008,2026-01-26,9248,121,78.7,0.954,0.85
WR_009,2026-01-26,10394,115,122,0.951,0.95
WR_010,2026-01-26,9275,49,125.4,0.916,1.09
WR_011,2026-01-26,13527,89,118,0.988,1.04
WR_012,2026-01-26,10798,115,75.4,0.915,0.99
WR_001,2026-01-27,12168,76,82.7,0.959,0.96
WR_002,2026-01-27,9581,66,59.5,0.968,1.15
WR_003,2026-01-27,6484,53,109.4,0.941,1.03
WR_004,2026-01-27,8309,63,110.8,0.967,1.08
WR_005,2026-01-27,10358,89,170.4,0.92,1.16
WR_006,2026-01-27,8698,103,122.4,0.912,0.78
WR_007,2026-01-27,9446,46,144.2,1,1.12
WR_008,2026-01-27,7528,74,155.6,0.966,1.13
WR_009,2026-01-27,10858,55,60,0.965,0.93
WR_010,2026-01-27,9992,87,94.6,0.937,0.94
WR_011,2026-01-27,7553,104,136.2,0.964,1.02
WR_012,2026-01-27,6654,66,86.3,1,1.16
WR_001,2026-01-28,7131,64,146.6,0.954,0.74
WR_002,2026-01-28,6492,124,90.4,0.953,1.05
WR_003,2026-01-28,8036,58,114.8,0.996,1.13
WR_004,2026-01-28,6795,78,123.3,0.998,1.07
WR_005,2026-01-28,8536,102,106.5,1,0.96
WR_006,2026-01-28,6637,91,154.1,1,1.08
WR_007,2026-01-28,10925,59,122,0.939,1.23
WR_008,2026-01-28,9704,122,117,0.982,1.08
WR_009,2026-01-28,6547,58,126.2,0.971,1.28
WR_010,2026-01-28,9092,116,121.6,0.979,0.79
WR_011,2026-01-28,12166,100,98.3,0.984,0.92
WR_012,2026-01-28,12736,76,85.9,0.963,0.88
WR_001,2026-01-29,10043,106,60.5,0.999,0.9
WR_002,2026-01-29,9086,116,132.8,0.926,1.1
WR_003,2026-01-29,8931,110,92.5,0.911,1.17
WR_004,2026-01-29,11511,118,41.5,0.968,1.28
WR_005,2026-01-29,9810,96,75,0.938,1.14
WR_006,2026-01-29,6983,57,47.8,1,1.19
WR_007,2026-01-29,7742,101,85.8,0.969,0.82
WR_008,2026-01-29,6391,102,35.7,0.946,1.15
WR_009,2026-01-29,8822,140,82.2,1,0.91
WR_010,2026-01-29,8691,41,132.9,0.956,0.94
WR_011,2026-01-29,13088,25,132.4,0.975,1.04
WR_012,2026-01-29,5656,75,97.4,0.974,0.97
WR_001,2026-01-30,8398,74,136.2,0.92,0.75
WR_002,2026-01-30,9482,85,59.1,1,1.14
WR_003,2026-01-30,3879,62,144,0.93,1.02
WR_004,2026-01-30,7570,99,129.1,0.926,0.93
WR_005,2026-01-30,11201,114,92.4,0.986,1.11
WR_006,2026-01-30,6764,93,93.7,0.977,0.9
WR_007,2026-01-30,10518,119,117.1,0.951,0.93
WR_008,2026-01-30,9975,91,83.6,0.89,1.03
WR_009,2026-01-30,11800,109,147.6,0.996,1.24
WR_010,2026-01-30,7273,116,89.1,0.943,1
WR_011,2026-01-30,8943,89,145.7,0.999,0.83
WR_012,2026-01-30,6863,66,87,0.959,0.73
WR_001,2026-01-31,5939,30,71.2,0.987,1
WR_002,2026-01-31,3745,42,110.6,1,1.02
WR_003,2026-01-31,5187,25,118.5,0.985,1.25
WR_004,2026-01-31,4374,38,108.7,0.961,0.81
WR_005,2026-01-31,5841,51,102,0.972,1.01
WR_006,2026-01-31,6804,31,62.9,0.966,0.92
WR_007,2026-01-31,2242,52,101.3,0.984,0.91
WR_008,2026-01-31,3361,38,120,0.972,1.17
WR_009,2026-01-31,5028,36,118.1,0.963,1.19
WR_010,2026-01-31,6965,29,92.3,0.958,0.8
WR_011,2026-01-31,2426,49,74.7,0.941,1.13
WR_012,2026-01-31,5573,49,138.8,0.992,0.85
WR_001,2026-02-01,4325,34,72.3,0.991,0.95
WR_002,2026-02-01,4848,62,43.1,1,1.07
WR_003,2026-02-01,6990,41,108.2,0.879,0.83
WR_004,2026-02-01,5410,43,119.2,0.989,0.98
WR_005,2026-02-01,6863,44,95.9,0.958,0.93
WR_006,2026-02-01,2120,31,103.8,0.911,1.08
WR_007,2026-02-01,7985,37,78.2,0.922,0.96
WR_008,2026-02-01,6246,45,56.1,0.983,0.83
WR_009,2026-02-01,5143,62,97.9,0.974,0.84
WR_010,2026-02-01,2908,60,160.3,0.99,0.96
WR_011,2026-02-01,2803,49,69.7,0.952,0.91
WR_012,2026-02-01,2127,28,92.7,0.976,0.92
WR_001,2026-02-02,12391,96,36.2,0.96,1.18
WR_002,2026-02-02,8477,98,125.3,0.943,0.96
WR_003,2026-02-02,9831,111,93.7,0.971,0.9
WR_004,2026-02-02,7613,118,62.2,0.974,1.2
WR_005,2026-02-02,11058,71,76.9,0.908,0.73
WR_006,2026-02-02,10576,124,58.8,1,0.88
WR_007,2026-02-02,9262,64,71.2,0.969,0.96
WR_008,2026-02-02,5145,126,84.2,0.937,0.76
WR_009,2026-02-02,6247,104,177.8,0.977,0.99
WR_010,2026-02-02,8955,80,70,0.954,0.92
WR_011,2026-02-02,8860,143,65.3,0.948,0.7
WR_012,2026-02-02,8502,96,52.1,0.949,0.85
WR_001,2026-02-03,11218,89,107.4,0.963,0.68
WR_002,2026-02-03,10989,72,109.1,0.937,1.12
WR_003,2026-02-03,6643,126,154.2,0.961,0.89
WR_004,2026-02-03,7489,106,83.2,0.966,1.2
WR_005,2026-02-03,9451,114,146.8,0.979,1.18
WR_006,2026-02-03,9197,90,103.7,0.976,1.34
WR_007,2026-02-03,4386,91,71.1,0.96,1.12
WR_008,2026-02-03,6268,62,63,0.979,1.27
WR_009,2026-02-03,9446,82,69.6,0.928,0.93
WR_010,2026-02-03,11020,101,129.4,0.989,0.94
WR_011,2026-02-03,9570,95,86.1,0.943,0.93
WR_012,2026-02-03,3889,125,96.8,0.973,0.84
WR_001,2026-02-04,7310,77,104.3,0.888,1.06
WR_002,2026-02-04,6148,104,132.9,0.987,1.13
WR_003,2026-02-04,6331,95,45,0.97,1.09
WR_004,2026-02-04,8689,123,69.6,0.978,0.97
WR_005,2026-02-04,6745,129,122.1,0.99,0.76
WR_006,2026-02-04,6837,119,139.9,0.94,1.03
WR_007,2026-02-04,11144,107,154.9,0.931,1.08
WR_008,2026-02-04,12355,91,64.8,0.97,0.84
WR_009,2026-02-04,7188,98,88,0.967,0.87
WR_010,2026-02-04,11029,114,136.6,0.985,0.88
WR_011,2026-02-04,10244,61,96.4,0.959,1.02
WR_012,2026-02-04,9265,56,102.1,0.969,1.11
WR_001,2026-02-05,5553,78,117,0.959,1.2
WR_002,2026-02-05,7697,125,122.2,0.941,1.19
WR_003,2026-02-05,4946,111,30,0.979,0.75
WR_004,2026-02-05,9174,60,84.7,0.972,0.98
WR_005,2026-02-05,8495,171,86.9,0.939,1.08
WR_006,2026-02-05,7722,96,126,0.974,1.05
WR_007,2026-02-05,10434,104,128.5,0.961,1.23
WR_008,2026-02-05,6575,100,65,0.982,0.84
WR_009,2026-02-05,8543,94,60.3,0.943,1.28
WR_010,2026-02-05,9825,111,49.8,0.973,1.05
WR_011,2026-02-05,5987,119,141.3,0.968,1.25
WR_012,2026-02-05,7920,101,47.8,0.923,0.77
WR_001,2026-02-06,6806,98,123.4,0.944,1.04
WR_002,2026-02-06,5859,91,117.2,0.89,1
WR_003,2026-02-06,6913,118,103.9,1,0.97
WR_004,2026-02-06,10477,88,112.3,0.913,0.96
WR_005,2026-02-06,4726,68,53.2,0.961,0.92
WR_006,2026-02-06,8121,61,89.7,1,1.11
WR_007,2026-02-06,8165,83,79.9,0.939,0.95
WR_008,2026-02-06,6193,56,122.2,0.952,0.7
WR_009,2026-02-06,8267,98,139.4,0.958,0.94
WR_010,2026-02-06,6774,128,93.2,0.977,1.11
WR_011,2026-02-06,5715,55,81.2,0.981,1.22
WR_012,2026-02-06,10165,75,80.2,0.971,1.2
WR_001,2026-02-07,5578,69,99,0.915,1.1
WR_002,2026-02-07,4549,21,63.3,0.953,1.02
WR_003,2026-02-07,5616,42,100.9,0.956,1.06
WR_004,2026-02-07,4870,35,106.6,0.962,0.87
WR_005,2026-02-07,6141,46,125.2,0.91,1
WR_006,2026-02-07,3957,49,130.6,1,1.11
WR_007,2026-02-07,2385,56,132.5,0.914,0.83
WR_008,2026-02-07,6728,78,41.5,0.937,1.02
WR_009,2026-02-07,3440,76,84,0.913,0.8
WR_010,2026-02-07,6272,43,118.2,0.971,0.94
WR_011,2026-02-07,5138,59,113.1,0.908,1.13
WR_012,2026-02-07,3971,79,154.7,0.949,1.05
WR_001,2026-02-08,6505,75,181.6,1,1.04
WR_002,2026-02-08,6259,12,129.9,0.972,1.2
WR_003,2026-02-08,6165,38,95.7,0.975,0.96
WR_004,2026-02-08,8067,50,78.7,0.938,1.24
WR_005,2026-02-08,3613,77,125.2,0.999,1.26
WR_006,2026-02-08,7630,26,53.2,0.994,0.98
WR_007,2026-02-08,5031,45,119.9,0.942,0.81
WR_008,2026-02-08,2862,9,63.7,0.968,0.71
WR_009,2026-02-08,4590,89,39.7,0.958,0.98
WR_010,2026-02-08,5226,74,122,1,0.96
WR_011,2026-02-08,4512,32,43.3,0.954,1.05
WR_012,2026-02-08,3540,24,130.8,0.99,1.09
WR_001,2026-02-09,9999,116,119.8,0.935,1.11
WR_002,2026-02-09,7601,122,92.2,0.99,1
WR_003,2026-02-09,8481,102,64.1,1,1.11
WR_004,2026-02-09,9352,100,78.9,0.978,0.94
WR_005,2026-02-09,5185,84,99.2,0.981,1.3
WR_006,2026-02-09,10530,79,100.2,0.918,0.73
WR_007,2026-02-09,7236,88,66.2,0.975,1.05
WR_008,2026-02-09,9966,129,115.2,0.968,1.08
WR_009,2026-02-09,9142,68,135.9,0.965,0.93
WR_010,2026-02-09,7737,82,130.4,0.977,1.18
WR_011,2026-02-09,4071,78,132.4,0.954,0.93
WR_012,2026-02-09,10334,81,105.7,0.957,1.1
WR_001,2026-02-10,7260,126,146.9,0.997,1.09
WR_002,2026-02-10,8060,110,100.1,0.984,1.01
WR_003,2026-02-10,9571,77,137.4,0.992,1.04
WR_004,2026-02-10,8205,47,125.9,0.99,1.02
WR_005,2026-02-10,4716,123,99.3,1,0.86
WR_006,2026-02-10,9167,85,106.3,0.964,0.76
WR_007,2026-02-10,8104,117,81.5,1,1.1
WR_008,2026-02-10,6526,84,156.3,0.982,0.91
WR_009,2026-02-10,10202,114,130.7,1,0.79
WR_010,2026-02-10,5870,106,143.3,0.977,0.94
WR_011,2026-02-10,4750,77,137.9,0.96,0.97
WR_012,2026-02-10,7588,37,108.8,0.945,0.91
WR_001,2026-02-11,10371,82,98.6,0.988,0.87
WR_002,2026-02-11,7610,69,96.3,0.97,1.02
WR_003,2026-02-11,7042,85,133.3,0.939,1.02
WR_004,2026-02-11,4816,79,132.3,0.963,1.1
WR_005,2026-02-11,9232,63,100.9,0.955,1.03
WR_006,2026-02-11,6018,69,100,0.966,0.93
WR_007,2026-02-11,9333,78,77,0.98,1
WR_008,2026-02-11,9264,66,126.9,0.926,1.03
WR_009,2026-02-11,3725,108,115.7,0.923,1.03
WR_010,2026-02-11,6226,38,73.9,1,1.04
WR_011,2026-02-11,7139,136,116.2,1,0.52
WR_012,2026-02-11,4805,90,132.3,0.945,1.1
WR_001,2026-02-12,5882,71,90.5,0.942,0.97
WR_002,2026-02-12,9002,102,76.7,0.98,0.97
WR_003,2026-02-12,9366,88,142.3,0.928,1.12
WR_004,2026-02-12,10848,85,83.7,0.946,1.17
WR_005,2026-02-12,9209,84,26.2,1,0.97
WR_006,2026-02-12,10482,80,128.8,0.953,0.8
WR_007,2026-02-12,7951,38,105.2,0.942,0.81
WR_008,2026-02-12,8149,126,111.8,0.983,0.95
WR_009,2026-02-12,7543,84,180.4,0.927,0.99
WR_010,2026-02-12,8238,76,79.4,0.968,0.96
WR_011,2026-02-12,10438,81,89.5,0.937,1.33
WR_012,2026-02-12,11506,106,114.2,0.944,1.11
WR_001,2026-02-13,11333,125,110.6,0.941,0.84
WR_002,2026-02-13,7673,80,106.7,0.967,1.34
WR_003,2026-02-13,8447,84,52.4,0.955,0.82
WR_004,2026-02-13,10894,42,58.8,0.982,0.92
WR_005,2026-02-13,8567,9,77.8,0.96,0.81
WR_006,2026-02-13,7291,113,107,0.947,1.06
WR_007,2026-02-13,8550,93,97.1,0.925,0.96
WR_008,2026-02-13,7463,65,68,0.955,1.07
WR_009,2026-02-13,5770,112,51.7,0.935,0.94
WR_010,2026-02-13,7907,62,130,0.958,1
WR_011,2026-02-13,10135,96,82.6,0.968,1.05
WR_012,2026-02-13,13354,93,110.8,0.977,0.76
WR_001,2026-02-14,3937,67,88.9,0.942,1.03
WR_002,2026-02-14,5268,44,121.6,0.963,1.04
WR_003,2026-02-14,4567,28,92.7,0.936,1.13
WR_004,2026-02-14,6895,58,92.9,0.932,1.06
WR_005,2026-02-14,5129,74,79.3,0.969,1.09
WR_006,2026-02-14,5764,55,76.8,0.94,1.05
WR_007,2026-02-14,3759,79,53.5,0.996,1.15
WR_008,2026-02-14,5804,48,62.8,0.946,1.1
WR_009,2026-02-14,3782,29,96,1,1.1
WR_010,2026-02-14,7264,45,142,0.909,0.93
WR_011,2026-02-14,3578,61,102.6,0.923,1.26
WR_012,2026-02-14,3501,44,112.2,0.966,1.05
WR_001,2026-02-15,5982,62,109.4,0.996,1.2
WR_002,2026-02-15,2745,49,96,0.939,0.85
WR_003,2026-02-15,4489,25,114.1,0.936,1.08
WR_004,2026-02-15,5941,30,115,0.931,0.88
WR_005,2026-02-15,5072,49,79.9,0.921,1.36
WR_006,2026-02-15,5665,72,93.2,0.936,1.04
WR_007,2026-02-15,5991,44,95.1,0.948,1.05
WR_008,2026-02-15,5995,20,58.8,0.95,0.67
WR_009,2026-02-15,5848,87,64.5,0.989,0.7
WR_010,2026-02-15,8810,37,124.5,0.976,1.01
WR_011,2026-02-15,6065,43,137.3,0.972,0.95
WR_012,2026-02-15,4604,52,147.5,0.953,1.07
WR_001,2026-02-16,9506,73,118.6,0.983,1.09
WR_002,2026-02-16,8917,118,56.5,0.971,1.1
WR_003,2026-02-16,8003,69,141.5,0.95,1.14
WR_004,2026-02-16,4649,136,89.5,0.937,1.09
WR_005,2026-02-16,11707,76,117.2,0.964,1.04
WR_006,2026-02-16,9649,126,166.6,0.949,1.13
WR_007,2026-02-16,8886,102,61.3,0.981,0.96
WR_008,2026-02-16,8213,119,53.3,0.913,1.1
WR_009,2026-02-16,8621,139,72.8,0.93,1.08
WR_010,2026-02-16,6556,76,158.4,0.962,0.72
WR_011,2026-02-16,7020,94,100.1,0.931,1.03
WR_012,2026-02-16,8509,117,95.6,0.947,0.97
WR_001,2026-02-17,11673,131,127.1,0.964,0.76
WR_002,2026-02-17,8879,116,99.5,0.913,1.13
WR_003,2026-02-17,7742,140,103.4,0.949,0.97
WR_004,2026-02-17,8909,51,124.5,0.976,0.96
WR_005,2026-02-17,6041,111,157.1,0.962,0.91
WR_006,2026-02-17,7353,114,109.9,0.948,0.82
WR_007,2026-02-17,8660,67,99.9,0.985,1.08
WR_008,2026-02-17,10316,87,75.5,0.959,1.14
WR_009,2026-02-17,9117,42,85.9,0.944,1.17
WR_010,2026-02-17,10012,65,95.1,1,1.1
WR_011,2026-02-17,8946,87,99.8,0.95,1.02
WR_012,2026-02-17,6838,40,111.9,0.918,1.08
WR_001,2026-02-18,9006,76,21.7,0.973,1.08
WR_002,2026-02-18,7711,159,91.2,0.93,1.19
WR_003,2026-02-18,7591,74,138.4,0.955,0.87
WR_004,2026-02-18,7933,110,123.3,0.908,0.87
WR_005,2026-02-18,11279,105,109.8,0.959,1.02
WR_006,2026-02-18,5126,112,102.3,0.899,0.72
WR_007,2026-02-18,10418,107,100.3,1,1.08
WR_008,2026-02-18,7735,74,71,1,0.97
WR_009,2026-02-18,11631,57,93.1,0.973,1.37
WR_010,2026-02-18,7371,97,93.5,0.923,0.76
WR_011,2026-02-18,8826,58,85.8,0.968,1.12
WR_012,2026-02-18,10156,58,131.4,0.93,1.18
WR_001,2026-02-19,8212,115,110.5,1,1.18
WR_002,2026-02-19,9513,94,97.8,0.931,0.99
WR_003,2026-02-19,10130,91,96,0.981,1.06
WR_004,2026-02-19,10542,102,92,0.925,0.88
WR_005,2026-02-19,10984,70,98.1,0.942,0.92
WR_006,2026-02-19,7917,60,33.8,0.993,0.9
WR_007,2026-02-19,10346,58,126.2,0.939,1.11
WR_008,2026-02-19,6115,58,122.4,0.951,1.41
WR_009,2026-02-19,7492,104,104.8,0.998,1.05
WR_010,2026-02-19,8759,72,79.1,0.947,1.09
WR_011,2026-02-19,9710,71,146.7,0.967,0.89
WR_012,2026-02-19,10291,56,138.6,1,1.04
WR_001,2026-02-20,9535,99,40.3,0.967,1.04
WR_002,2026-02-20,6694,72,94.7,0.981,1.25
WR_003,2026-02-20,6456,77,106.8,0.998,0.78
WR_004,2026-02-20,9191,124,108.9,0.904,0.89
